chrom	start	end	tissue number	difference	tissue methylation	other tissue methylation
chr1	904380	904381	16	0.24412288786482336	0.386741935483871	0.14261904761904762
chr1	890067	890068	16	0.2858571428571429	0.5	0.7858571428571429
chr1	803196	803197	16	0.298913043478261	0.6669999999999999	0.9659130434782609
chr1	911256	911257	16	0.26813888888888865	0.7417499999999998	0.47361111111111115
chr1	920661	920662	16	0.30436566332218506	0.7653913043478261	0.46102564102564103
chr1	911306	911307	16	0.3962954761151533	0.7064678899082568	0.3101724137931035
chr1	911361	911362	16	0.28111766723842185	0.7357358490566037	0.45461818181818187
chr1	870157	870158	16	0.280788888888889	0.6557333333333334	0.3749444444444444
chr1	910770	910771	16	0.3375958751393533	0.5984871794871794	0.26089130434782615
chr1	913127	913128	16	0.32803749098774315	0.8016164383561644	0.4735789473684212
chr1	841218	841219	16	0.41872575599582906	0.5	0.9187257559958291
chr1	856372	856373	16	0.5761538461538462	1.0	0.4238461538461538
chr1	910697	910698	16	0.3488365384615385	0.47100000000000003	0.12216346153846155
chr1	838198	838199	16	0.372130501930502	0.5997999999999999	0.9719305019305019
chr1	692521	692522	17	0.4401525974025974	0.38	0.8201525974025974
chr1	191437	191438	17	0.442972972972973	0.24702702702702703	0.6900000000000001
chr1	819525	819526	17	0.4998431266846362	0.4145283018867924	0.9143714285714286
chr1	918415	918416	17	0.45894915254237284	0.36300000000000004	0.8219491525423729
chr1	902371	902372	17	0.46514705882352936	0.4123529411764706	0.8775
chr1	887000	887001	17	0.45936933797909396	0.46048780487804886	0.9198571428571428
chr1	901728	901729	17	0.5000561403508771	0.2142105263157895	0.7142666666666666
chr1	895451	895452	17	0.5852201086956521	0.30521739130434783	0.8904375
chr1	919385	919386	17	0.49547619047619046	0.315	0.8104761904761905
chr1	895615	895616	17	0.6616325536062378	0.16481481481481483	0.8264473684210527
chr1	918300	918301	17	0.5332478632478632	0.33	0.8632478632478633
chr1	873920	873921	17	0.5363068181818182	0.371875	0.9081818181818182
chr1	656943	656944	17	0.4917546123372949	0.22365591397849463	0.7154105263157895
chr1	895460	895461	17	0.6880778074866309	0.13545454545454547	0.8235323529411764
chr1	875690	875691	17	0.5846459117345193	0.2145945945945946	0.7992405063291139
chr1	886831	886832	17	0.8304285714285715	0.10857142857142857	0.9390000000000001
chr1	895786	895787	17	0.7181342170671087	0.0848235294117647	0.8029577464788734
chr1	886799	886800	17	0.7643197903014419	0.2022857142857143	0.9666055045871562
chr1	886886	886887	17	0.6666278671687778	0.2165217391304348	0.8831496062992126
chr1	895488	895489	17	0.6803000750187547	0.1874418604651163	0.8677419354838709
chr1	918495	918496	17	0.6048884615384615	0.22846153846153844	0.8333499999999999
chr1	886591	886592	17	0.7331168831168831	0.028787878787878786	0.7619047619047619
chr1	895646	895647	17	0.7096268656716418	0.1653731343283582	0.875
chr1	902668	902669	17	0.516804347826087	0.178695652173913	0.6955
chr1	886819	886820	17	0.6497357293868924	0.30363636363636365	0.9533720930232561
chr1	886828	886829	17	0.6977037037037037	0.26599999999999996	0.9637037037037037
chr1	895836	895837	17	0.629000733855186	0.21876712328767123	0.8477678571428572
chr1	901840	901841	17	0.4697850678733032	0.2665384615384615	0.7363235294117647
chr1	886766	886767	17	0.821849303849304	0.05675675675675676	0.8786060606060607
chr1	886264	886265	17	0.7856756756756756	0.0	0.7856756756756756
chr1	907840	907841	18	0.5115714285714286	0.42714285714285716	0.9387142857142857
chr1	917996	917997	18	0.5333619047619047	0.36666666666666664	0.9000285714285714
chr1	910774	910775	18	0.5156825037707391	0.1461764705882353	0.6618589743589743
chr1	919917	919918	18	0.5376896551724136	0.30931034482758624	0.8469999999999999
chr1	901661	901662	18	0.5557692307692308	0.3592307692307692	0.915
chr1	905908	905909	18	0.5361930894308942	0.29291666666666666	0.8291097560975609
chr1	916139	916140	18	0.5165804828973841	0.3567857142857143	0.8733661971830985
chr1	184183	184184	18	0.5638822317917993	0.36653061224489797	0.9304128440366973
chr1	915542	915543	18	0.5723833333333336	0.3720833333333333	0.9444666666666669
chr1	896524	896525	18	0.5545366132723113	0.26217391304347826	0.8167105263157896
chr1	917436	917437	18	0.5533238095238096	0.16547619047619047	0.7188
chr1	915547	915548	18	0.6292592592592594	0.1837037037037037	0.8129629629629631
chr1	906183	906184	18	0.5551182795698925	0.2673333333333333	0.8224516129032258
chr1	917748	917749	18	0.5754147465437789	0.3607142857142857	0.9361290322580645
chr1	915697	915698	18	0.6092743055555555	0.22444444444444447	0.83371875
chr1	803086	803087	18	0.5899963794439056	0.3498936170212766	0.9398899964651821
chr1	911538	911539	18	0.6174848484848485	0.3315151515151515	0.9490000000000001
chr1	915442	915443	18	0.676935064935065	0.2854285714285714	0.9623636363636364
chr1	920047	920048	18	0.605336231884058	0.3333333333333333	0.9386695652173913
chr1	921594	921595	18	0.5855760368663594	0.32571428571428573	0.9112903225806451
chr1	901647	901648	18	0.6028711502199875	0.2967567567567568	0.8996279069767442
chr1	711491	711492	18	0.6812932981927711	0.0	0.6812932981927711
chr1	916238	916239	18	0.688590909090909	0.20750000000000002	0.896090909090909
chr1	915403	915404	18	0.589452590420332	0.3315151515151515	0.9209677419354836
chr1	910918	910919	18	0.7230192307692309	0.14250000000000002	0.865519230769231
chr1	915489	915490	18	0.5824047993705743	0.16129032258064516	0.7436951219512195
chr1	915510	915511	18	0.5842461873638345	0.36851851851851847	0.952764705882353
chr1	918898	918899	18	0.5895263157894736	0.1996666666666667	0.7891929824561402
chr1	906095	906096	18	0.6546896551724137	0.19	0.8446896551724138
chr1	920064	920065	18	0.6845454545454546	0.22636363636363638	0.9109090909090909
chr1	920091	920092	18	0.6461812865497075	0.2222222222222222	0.8684035087719297
chr1	915594	915595	18	0.6125878787878788	0.24121212121212118	0.8538
chr1	915422	915423	18	0.7057756132756132	0.21212121212121215	0.9178968253968254
chr1	915525	915526	18	0.5979557428872497	0.30615384615384617	0.9041095890410958
chr1	135296	135297	18	1.0	0.0	1.0
