chrom	start	end	dendritic_meth	dendritic_depth	endothelial_meth	endothelial_depth	eosinophil_meth	eosinophil_depth	erythroblast_meth	erythroblast_depth	macrophage_meth	macrophage_depth	monocyte_meth	monocyte_depth	neutrophil_meth	neutrophil_depth	placenta_meth	placenta_depth	tcell_meth	tcell_depth	adipose_meth	adipose_depth	brain_meth	brain_depth	fibroblast_meth	fibroblast_depth	heart_meth	heart_depth	hepatocyte_meth	hepatocyte_depth	lung_meth	lung_depth	mammary_meth	mammary_depth	megakaryocyte_meth	megakaryocyte_depth	skeletal_meth	skeletal_depth	small_intestine_meth	small_intestine_depth
chr15	35039342	35039843	299.021	355	412.028	470	205.001	567	343.006	410	301.004	358	427.05	571	205.023	615	90	289	529.995	590	835.24	937	175.9995	196	371	509	1196.54	1308	927.57	1000	625.98	748	291.0027	315	335.022	391	381.41	461	506.44	571
chr15	39813296	39813797	15	15	26	26	51.003	85	6	6	13.001	14	87	89	109.014	114	22	26	24	25	290.96	359	31.0007	48	178.35	201	331.82	440	732.42	847	230.02	272	23.9995	86	3	3	181.3	187	214.77	256
chr15	39941115	39941616	24.008	25	3	7	62.02	64	13	13	17	17	85.014	86	70.008	75	29	39	27	27	130.94	143	20	21	64.88	126	215.38	252	181.44	217	203.6	216	22	22	6	6	112.21	134	101.07	114
chr15	40197320	40197821	4.998	6	15	15	2.01	30	3	3	3	3	12.988	25	1.001	11	8	9	0	5	137.38	150	31	32	80	80	164.21	170	112.8	117	133.3	155	31	31	1	1	78.14	79	45.03	58
chr15	40869003	40869504	196.04	206	301.029	317	189.992	194	110.996	125	237.997	259	140	147	501.991	522	98	112	327.029	344	676.75	797	170.0002	180	124.16	238	658.39	771	2105.22	2469	795.1	901	190	291	75.002	78	169.96	212	76.05	79
chr15	43368261	43368762	418.006	431	352.011	367	544.015	560	401.01	412	121.002	131	156.997	161	821.034	857	123	136	709.026	727	1901.75	2113	638.0062	706	453.93	467	1921.34	2114	2168.21	2898	1974.59	2212	451.0049	610	370.999	386	627.27	637	122.07	134
chr15	45417612	45418113	492.073	519	465.997	499	114.981	387	83.998	89	485.947	501	429.025	441	820.014	886	109	140	685.963	703	936.49	1022	628.0037	684	455.61	479	1355.92	1446	423.39	583	882.31	924	247.9984	309	242.022	429	520.22	541	530.17	559
chr15	57806030	57806531	163.008	178	87.003	98	171.013	191	49.999	87	141.023	153	205.005	217	412.036	435	35	78	229.995	253	439.97	530	45.9999	64	163.25	391	585.19	716	594.13	784	448.07	567	72.0009	82	10.997	44	248.29	409	343.84	521
chr15	59661288	59661789	5	5	5.999	7	6.992	31	4.998	7	4	4	40	42	43.01	46	10	11	13	13	66.97	75	31.0006	34	65.82	70	100.09	105	0	0	51.92	55	24	24	0	3	76.26	90	73.9	89
chr15	66350556	66351057	464.981	509	484.063	507	439.983	482	544.057	569	298.022	332	373.005	435	331.06	652	259	280	574.984	618	1186.72	1340	969.9958	1003	483.8	521	1455.79	1587	1330.69	1486	1251.04	1392	431.9997	450	377.986	395	479.99	502	375.09	402
chr15	66620199	66620700	157.007	186	78.003	120	214.032	261	4	28	172.97	200	251.985	280	326.969	396	40	99	220.979	250	655.17	702	169.0014	179	228.09	260	792.54	902	839.99	876	613.89	663	137.9997	177	6	8	229.93	263	268.05	300
chr15	66635589	66636090	327.015	337	278.09	327	272.986	302	65	116	312.021	325	262.007	276	434.004	445	54	112	414.009	436	304.98	312	35	35	136.85	169	490.07	519	959.18	999	323.97	327	97.0005	103	52.988	121	208.72	244	122.03	160
chr15	68140435	68140936	157.998	160	134.006	142	2.006	320	145.998	148	151.986	164	328.036	336	6.062	548	76	76	259.986	262	716	1098	271.9992	438	770.42	790	1039.44	1308	958.38	1076	529.84	878	164.0012	260	102.002	104	655.92	688	573.52	598
chr15	68140571	68141072	157.998	160	134.006	142	2.006	320	145.998	148	151.986	164	328.036	336	6.062	548	76	76	259.986	262	716	1098	271.9992	438	770.42	790	1039.44	1308	958.38	1076	529.84	878	164.0012	260	102.002	104	655.92	688	573.52	598
chr15	68182266	68182767	647.021	681	556.024	587	60.037	801	1112.924	1184	690.019	718	625.052	648	705.859	944	208	229	776.926	805	1061.16	1143	270.0014	313	301.06	308	1611.96	1708	1666.53	1771	1059.54	1138	339	373	1110.983	1156	309.08	317	302.02	322
chr15	68221227	68221728	420.996	439	394.007	409	731.083	789	489.941	528	439.022	453	968.954	998	675.996	729	452	504	474.994	488	2397.74	2474	1640.0036	1685	579.25	623	3139.76	3269	3720.06	3959	2404.26	2465	870.9985	928	337	340	411.16	439	385.06	423
chr15	75551135	75551636	31.001	211	163.992	167	1	322	334.031	361	0	213	1.992	224	0	377	30	101	278.015	283	258.18	300	306.0016	316	192.13	197	397.81	417	146.71	154	259.95	338	84.0005	92	318.986	332	153.04	158	185.89	195
chr15	76529325	76529826	529.061	549	548.953	576	395.091	428	463.89	596	387.949	402	234.044	243	216.042	448	101	136	349.966	359	382.03	443	93.0006	103	217.89	263	738.37	773	719.11	757	289.26	363	107.9999	113	587.006	621	203.66	220	249.97	256
chr15	78097688	78098189	1011.114	1157	848.052	938	562.084	900	1000.046	1114	788.047	885	669.065	737	389.004	1184	319	427	911.082	953	687.29	784	236.0013	266	116.91	154	1421.86	1543	742.98	807	787.29	933	204.9996	267	938.07	1002	344.13	379	305.06	326
chr15	78443157	78443658	0	4	2.001	3	11.009	49	4	4	8	8	28.994	33	38.984	42	13	14	4.998	15	74.96	79	20	21	66	66	106.1	115	96.43	104	76.81	83	26	29	0	0	63.08	65	53.98	57
chr15	82669812	82670313	382.013	395	211.003	236	383.046	409	283.989	332	291.012	310	413.994	436	575.956	627	169	219	497.033	523	1045.78	1152	238.0004	247	170.09	216	1243.47	1386	2850.31	3197	1205.48	1298	328.0033	376	213.995	231	177.97	207	274.06	293
chr15	85003508	85004009	22.998	49	42.006	45	78.969	153	15.004	22	16.002	31	32.98	191	118.978	251	40	67	96.996	116	431.95	478	51	52	224.99	261	452.17	487	0	0	483.83	525	71.9998	79	19.001	21	237.83	273	245.84	268
chr15	90738862	90739363	199.014	368	305.978	317	286.043	507	513.026	545	171.026	405	249.983	472	345.026	638	135	151	488.026	514	762.72	1100	238.998	309	306.92	349	1085.52	1366	500.95	916	757.61	1061	214.0032	291	402.058	425	451.74	485	355.16	379
chr15	90945076	90945577	378.047	581	682.003	713	385.017	566	571	604	458.002	579	423.984	577	104.992	887	206	238	721.981	740	908.96	1063	284.9989	311	379.86	403	1267.52	1381	1402.49	1592	902.45	1109	237.9991	312	517.009	536	389.3	403	392.99	409
chr15	92708048	92708549	692.059	731	0	102	726.991	822	652.932	762	515.959	564	551.045	589	632.059	696	167	274	610.989	642	581.14	671	82.0001	87	202	302	1157.94	1265	2368.99	2506	818.23	878	137.9995	165	651.085	683	321.34	351	370.01	420
chr15	98812802	98813303	506.95	534	46.957	306	258.012	390	74.009	308	566.052	602	469.043	494	931.957	1102	126	157	721.885	762	696.39	815	128.9998	136	299.03	318	700.5	1125	1087.72	1139	511.47	635	117.9997	165	58.025	203	390.39	465	293.91	391
chr15	99349854	99350355	441.009	480	772.017	786	474.004	576	518.004	557	511.999	544	341.992	405	624.031	1043	160	177	632.983	649	1915.47	2269	1317.9926	1625	579.81	621	2020.32	2426	4169.3	4925	2186.03	2751	347.0005	793	364.995	386	577.2	644	254.91	281
chr15	100612027	100612528	2034.078	2156	1478.256	1520	992.066	1330	2315.868	2498	1305.854	1442	1313.822	1416	812.034	2220	550	644	2028.008	2088	1695.8	1860	619.9958	652	1089.14	1158	3785.14	3908	2066.5	2210	1712.22	1956	602.0036	626	1869.89	1942	1092.44	1132	1313.68	1352
chr15	100612056	100612557	2034.078	2156	1478.256	1520	992.066	1330	2315.868	2498	1305.854	1442	1313.822	1416	812.034	2220	550	644	2028.008	2088	1695.8	1860	619.9958	652	1089.14	1158	3785.14	3908	2066.5	2210	1712.22	1956	602.0036	626	1869.89	1942	1092.44	1132	1313.68	1352
chr16	2170441	2170942	9063.322	9532	59.886	5700	6923.519	7642	9938.665	10537	6601.183	7062	7466.983	7684	8972.052	9488	2904	3378	7058.023	7360	10956.99	11879	2550.0014	2687	2376.96	2560	14760.65	15853	40107.32	42603	14133.46	15170	3958.003	4306	10155.632	10560	2216.47	2339	2547.59	2756
chr16	2170499	2171000	9342.203	9835	59.886	5671	7221.547	7932	10155.463	10775	6767.244	7232	7507.98	7723	9174.952	9686	2932	3420	7165.104	7457	11289.44	12221	2749.0014	2891	2407.72	2597	15403.06	16518	40665.66	43036	14458.05	15459	4119.0009	4604	10507.57	10934	2318.28	2446	2635.67	2875
chr16	2170506	2171007	9342.203	9835	59.886	5671	7221.547	7932	10155.463	10775	6767.244	7232	7507.98	7723	9174.952	9686	2932	3420	7165.104	7457	11289.44	12221	2749.0014	2891	2407.72	2597	15403.06	16518	40665.66	43036	14458.05	15459	4119.0009	4604	10507.57	10934	2318.28	2446	2635.67	2875
chr16	2170556	2171057	9612.326	10102	65.877	6055	7437.562	8169	10320.727	10991	6803.286	7316	7432.974	7663	9546.745	10109	3076	3585	7294.167	7577	11511.68	12626	2802.9984	2960	2470.87	2666	15882.16	17067	40284.72	42682	14298.3	15606	4143.0012	4820	10915.57	11339	2453.43	2596	2713.61	2965
chr16	2170565	2171066	9420.294	9890	65.877	5959	7297.618	7977	9980.743	10599	6667.294	7156	7249.066	7467	9354.717	9877	3032	3529	7174.199	7449	11351.8	12450	2698.9976	2848	2430.83	2610	15642	16811	39576.8	41934	14070.54	15362	4014.9996	4688	10655.498	11059	2417.43	2556	2657.61	2893
chr16	2170587	2171088	9010.234	9455	65.877	5574	6982.603	7612	9175.543	9749	6397.289	6876	6784.016	6997	8834.752	9317	2932	3409	6894.189	7154	10653.05	11695	2413.9991	2548	2300.83	2480	14792.25	15866	36477.75	38679	12948.84	14152	3715.0026	4368	10160.483	10549	2322.43	2461	2477.46	2698
chr16	2507475	2507976	192.006	2180	2111.98	2224	78.995	1978	1844.042	2643	121.014	1891	166.949	2126	151.047	2900	627	754	1917.032	2245	1494.15	1844	558.0027	617	634.15	669	2943.92	3176	6827.35	7582	1897.34	2238	785.0048	840	1372.884	1910	804.3	849	682.25	736
chr16	2507593	2508094	174.058	1596	1783.936	1864	60.964	1654	1633.031	1967	120.022	1452	167.942	1860	136.024	2380	512	598	1776.986	1929	1290.9	1612	494.002	551	588.22	621	2532.49	2736	5989.46	6707	1582.41	1863	719.0044	772	1241.946	1398	719.96	764	598.07	640
chr16	3767485	3767986	263.96	396	503.997	518	444.065	490	401.016	416	163.002	260	168.963	488	782.09	823	142	149	496.058	512	298.24	521	28.0001	67	468.72	482	685.71	968	850.62	2186	381.4	680	82.9995	180	323.989	338	425.1	447	393.93	418
chr16	11615748	11616249	259.002	300	89.999	110	105.992	344	66.998	92	199.963	219	323.994	375	417.999	537	106	173	257.017	271	488.11	545	71.9997	73	164.34	211	558.83	668	1417.7	1553	624.44	726	120.0022	143	144.999	163	254.24	313	74.04	241
chr16	11705606	11706107	114.993	123	62.992	76	107.017	226	75.006	98	122.997	130	250.006	267	375.041	420	104	128	230.987	241	665.56	820	97.0016	119	224.66	418	563.47	837	2229.03	2743	876.14	1063	143.9988	257	60.011	66	304.72	338	406.99	453
chr16	11993328	11993829	37	42	55.998	60	96.996	105	30	30	27	36	144.023	160	115.964	175	33	40	98.008	100	299.95	341	125.0013	139	120.82	143	343.43	355	549.2	576	311.33	332	80.9995	83	32	32	121.95	147	151.95	160
chr16	14436414	14436915	2102.032	2250	1779.954	1978	1986.008	2128	2272.25	2512	1464.078	1536	1652.004	1706	1942.184	2078	0	0	278.16	1844	1575.68	1686	176	178	677.74	886	2955.98	3606	4733.88	5276	1906.04	1994	224.0014	256	1940.134	2082	183.68	1324	928.3	1100
chr16	14436442	14436943	2102.032	2250	1779.954	1978	1986.008	2128	2272.25	2512	1464.078	1536	1652.004	1706	1942.184	2078	0	0	278.16	1844	1575.68	1686	176	178	677.74	886	2955.98	3606	4733.88	5276	1906.04	1994	224.0014	256	1940.134	2082	183.68	1324	928.3	1100
chr16	14534516	14535017	108.005	140	93.998	97	264.037	277	144.994	158	111.998	125	171.043	300	524.942	550	0	0	166.012	172	618.36	755	100.9997	123	392.4	407	952.23	1056	1083.43	1621	650.86	811	137.0001	188	127.006	130	323.82	356	349.85	370
chr16	16121037	16121538	289.995	394	58.013	219	28.95	360	85.993	245	197.994	321	257.05	474	284.051	681	0	0	381.959	433	734.86	858	460.9981	490	398.16	448	1194	1312	690.38	713	952.82	1071	252.9998	285	33.001	92	516.69	541	241.84	464
chr16	21658511	21659012	376.012	926	1051.924	1110	874.02	1008	1296.114	1444	217.974	796	341.962	1164	1394.056	1720	378	466	1140.036	1228	2496.38	2718	808.0016	858	806.1	860	3426.6	3650	2621	2726	2185.8	2460	804.0012	876	890.044	1002	682.04	704	867.92	906
chr16	21658523	21659024	376.012	926	1051.924	1110	874.02	1008	1296.114	1444	217.974	796	341.962	1164	1394.056	1720	378	466	1140.036	1228	2496.38	2718	808.0016	858	806.1	860	3426.6	3650	2621	2726	2185.8	2460	804.0012	876	890.044	1002	682.04	704	867.92	906
chr16	23445911	23446412	254.039	276	308.958	353	11.017	244	217.011	233	261.009	284	302.967	357	492.039	704	95	122	396.993	433	665.98	802	117.0018	131	375.89	393	778.19	915	1044.46	1610	578.29	642	248.0001	260	204.016	245	263.78	307	235.27	307
chr16	23504661	23505162	143	526	169.011	511	35.05	755	446.993	545	101.986	595	163.01	718	540.062	1150	163	355	340.968	594	101.09	444	0	81	16.15	179	333.08	852	24.8	1474	97.09	440	0	113	331.031	375	9.23	459	187.1	348
chr16	25059034	25059535	1478.038	1548	1219.078	1306	1046.01	1076	1469.039	1571	693.985	713	1305.009	1338	1007.075	1052	627	696	1001.014	1058	2568.25	2913	743.0032	802	662.89	687	3137.72	3407	6036.65	6745	2484.89	2703	958.0036	1068	1262.029	1306	360.03	374	274.98	280
chr16	27111787	27112288	122.005	188	206.01	245	149.984	308	113.986	188	133.018	193	138.96	319	175.988	428	44	141	277.064	350	412.13	463	230.9989	239	204.86	214	533.53	618	842.56	925	432.87	492	161.0011	171	110.001	160	259.67	305	173.11	210
chr16	29151534	29152035	139.002	147	174.996	181	196.004	607	88.991	102	70.995	79	816.039	1097	109.993	116	470	568	102.003	107	813.19	853	178.0006	187	201.23	229	1555.36	1672	2788.09	3157	838.76	942	184.9999	227	89.993	96	457.05	555	385.11	415
chr16	29589918	29590419	25	30	39.997	50	66.011	105	18	18	31.001	46	77.02	92	58.009	78	44	50	33.999	39	472.31	512	88.0017	95	108.07	187	522.24	578	682.99	704	502.86	546	141	141	21.998	24	76.08	149	81.23	124
chr16	31242355	31242856	46	73	97.021	146	194.046	384	299.925	385	61.012	108	62.995	349	60.991	622	93	185	331.963	346	751.91	915	315.001	371	349.04	475	947	1088	1021.62	1092	648	874	270.0013	280	217.989	256	299.88	424	383.74	468
chr16	31993659	31994160	48	48	16	16	101	106	13	13	66	66	174.021	184	59	59	27	34	52.001	56	654.76	793	389.0035	445	153.08	235	753.13	821	743.15	1079	711.61	855	270.9996	348	3	5	195.02	233	111.18	128
chr16	47523854	47524355	169.98	173	0	18	281.004	290	188.027	207	150.997	155	286.99	296	382.982	394	39	80	161.009	168	296.94	341	36	36	332.6	392	361.33	522	859.06	956	371.08	405	92.0004	105	155.994	171	342.99	352	286.14	319
chr16	47695767	47696268	156.013	160	2	74	182.989	187	114.026	128	157.996	164	198.009	205	403.084	423	69	73	243.051	257	399.96	442	52.0006	65	305.99	311	602.27	701	742.8	781	488.91	564	91.0004	95	127.007	134	264.78	274	292.87	304
chr16	53457460	53457961	362.982	420	331.975	351	173.984	280	393.929	423	332.97	345	308.979	326	426.025	516	135	148	18.02	474	428.05	460	34	37	219.23	231	795.51	846	1376.24	1585	491.28	520	63	76	389.018	422	279.98	298	189.2	245
chr16	56370738	56371239	239.997	245	0	87	264.008	281	277.988	293	214.031	224	199.019	203	333.016	359	6	99	264.017	272	259.76	367	174.0019	205	159	185	273.59	603	623.9	717	322.74	390	105.0011	156	217.021	226	70.11	224	79.82	194
chr16	57041174	57041675	59.02	170	151.012	158	69.008	179	209.032	274	87.006	131	192.982	323	96.008	239	59	137	0	257	273.04	323	45.0002	47	149.79	185	562.66	634	1227.53	1296	268.15	319	107.9997	135	222.02	264	154.13	174	132.15	189
chr16	64185722	64186223	64.992	70	22.005	27	120.026	149	16.004	30	70.996	78	163.028	194	298	335	23	59	126.007	143	638.74	742	267.0031	277	308.41	346	627.78	815	122.64	139	463.43	542	163.0022	174	8.997	14	211.07	227	228.1	369
chr16	68248059	68248560	340.056	371	265.996	284	209.024	249	326	381	209.998	265	229.011	248	466.996	507	107	136	360.057	384	473.52	637	99.0005	130	184.8	202	685.97	854	667.32	769	390.06	504	73.001	149	232.99	277	207.16	219	116.12	161
chr16	68772045	68772546	862.878	895	500.99	593	793.018	914	157.045	1097	719.995	761	691.98	712	995.955	1075	257	301	797.004	829	1025.99	1200	302.0033	375	226.39	353	1410.22	1554	698.31	1037	878.77	1053	276.9989	315	223.008	513	329.67	377	343.95	422
chr16	69225162	69225663	219.992	227	0	18	330.031	348	173.996	190	161.994	167	310.022	326	474.034	487	71	88	231.982	235	691.16	793	75.9994	80	503.31	553	622.33	817	352.86	372	685.17	814	109.0005	117	117.018	121	454.64	470	458.55	518
chr16	72292046	72292547	57	58	13.998	30	132.03	138	43.001	44	67.003	69	126.003	130	295.065	301	34	55	101.019	104	445.99	501	106.9984	142	296.81	313	558.35	643	426.45	544	298.85	312	97.9987	114	26.998	28	251.97	268	260.07	275
chr16	79272271	79272772	1507.828	1730	1211.896	1568	1428.214	1566	1184.058	1408	1288.106	1382	1324.148	1418	2164.038	2394	402	736	8.04	1746	2500.24	2714	661.9968	726	439.22	798	3731.08	4012	2485.28	2984	2541.96	2772	746.0002	776	1304.106	1466	1058.52	1298	654.22	838
chr16	79272274	79272775	1507.828	1730	1211.896	1568	1428.214	1566	1184.058	1408	1288.106	1382	1324.148	1418	2164.038	2394	402	736	8.04	1746	2500.24	2714	661.9968	726	439.22	798	3731.08	4012	2485.28	2984	2541.96	2772	746.0002	776	1304.106	1466	1058.52	1298	654.22	838
chr16	79307303	79307804	74.007	586	289.006	354	346.043	569	373.055	631	2.986	477	8.997	535	458.063	784	84	200	578.988	667	557.19	692	299.998	322	127.25	231	1046.97	1177	218.68	231	481.16	561	48.9998	293	367.026	628	274.02	322	317.18	356
chr16	81095976	81096477	69.087	18357	14.922	22551	0	14298	86.907	37632	12.045	14616	146.514	9921	23.997	13869	30	4035	5.994	15450	13817.37	18468	7698.0474	10227	45.12	1182	13565.82	22473	12151.32	23379	12221.01	16776	2772.0078	6018	18.084	18324	24.18	3498	138.18	2241
chr16	81095978	81096479	69.087	18357	14.922	22551	0	14298	86.907	37632	12.045	14616	146.514	9921	23.997	13869	30	4035	5.994	15450	13817.37	18468	7698.0474	10227	45.12	1182	13565.82	22473	12151.32	23379	12221.01	16776	2772.0078	6018	18.084	18324	24.18	3498	138.18	2241
chr16	81095999	81096500	69.087	18606	14.922	22810	0	14484	88.831	38276	12.045	14824	146.514	10063	23.997	14047	31	4108	5.994	15666	13954.14	18715	7741.0477	10274	46.12	1193	13724.8	22735	12318.91	23611	12411.88	16992	2819.0074	6091	18.084	18561	24.18	3513	138.18	2277
chr16	81517974	81518475	409.991	448	15.995	265	572.99	641	424	454	443.958	468	703.015	755	813.071	983	239	318	695.978	725	1064.49	1526	504.001	803	226.17	316	1311.3	1848	1181.06	1576	794.43	1101	83.9991	405	428.019	449	439.86	498	406.27	445
chr16	82726500	82727001	92.008	95	53	55	146.981	158	52.003	69	66.002	71	156.024	164	197.985	215	38	57	117.996	128	278.71	305	81.0007	84	176.83	193	485.82	502	448.87	499	214.32	230	90.9993	98	29.003	36	169.8	252	217.07	249
chr16	83783926	83784427	86.989	92	110.002	115	112.991	197	54.003	62	66	74	283.954	327	186.01	301	55	94	184.011	199	652.55	784	262.9981	284	344.04	394	723.6	835	500.81	578	726.68	813	179.0014	188	31.998	35	379.34	401	295.12	376
chr16	88045882	88046383	164.128	1348	2289.848	2406	1550.116	1866	1472.106	1674	598.038	1358	1344.052	2248	1772.014	1926	988	1032	1452.08	1842	3547.2	4656	1056.006	1282	1177.9	1270	5621.58	6446	1135.58	2346	3087.34	3710	534.0012	1100	1777.78	1848	1240.38	1366	1430.76	1512
chr16	88045905	88046406	175.128	1360	2378.816	2500	1606.124	1923	1500.114	1705	630.03	1391	1411.06	2319	1818.014	1972	1029	1076	1493.09	1884	3643.78	4889	1078.0054	1325	1245.88	1339	5839.97	6763	1139.44	2402	3164.93	3860	534.0012	1148	1821.772	1893	1298.38	1438	1485.93	1584
chr16	88226836	88227337	425.012	449	242.997	271	458.989	510	324.992	355	225.002	235	729.018	822	189.993	221	130	244	327.995	358	2644.71	3705	1452.0077	1758	706.43	838	3418.14	4712	3140.67	5370	2792.11	3657	690.9963	1203	208.994	219	591.21	628	443.31	511
chr16	88367958	88368459	1414.982	1480	404.022	994	1177.986	1227	1207.078	1384	1219.008	1283	1061.963	1114	2000.043	2115	0	0	1496.021	1576	1570.55	1669	497.0023	514	387.7	436	2154.92	2548	2129.42	2680	1431.99	1500	330.9985	342	1227.003	1334	684.51	743	588	642
chr16	88491531	88492032	7198.492	8111	6822.977	7563	805.935	6274	410.531	8893	5420.148	5934	3808.384	4092	6193.004	7226	1934	2410	6139.017	6459	5308.11	7605	3086.0123	3886	1517.83	1639	7415.4	9922	3235.03	7272	4312.29	5940	879.0054	2177	53.832	6298	1260.18	1356	1357.51	1712
chr16	88491652	88492153	7635.401	8569	7155.149	7946	799.811	6206	398.508	8701	5476.17	5994	3709.404	3995	6132.024	7148	1950	2426	6308.071	6634	5253.5	7506	2870.0162	3665	1594.74	1718	7353.73	9793	2792.75	6508	4351.25	5934	881.0009	2175	53.832	6200	1169.22	1271	1334.43	1725
chr16	88491657	88492158	7535.409	8413	7037.141	7802	791.829	6060	392.508	8529	5390.152	5860	3631.4	3883	6032.032	6964	1900	2356	6208.051	6514	4951.6	7104	2692.0138	3471	1572.78	1694	7056.33	9395	2741.17	6402	4166.43	5698	830.9985	2087	53.832	6132	1131.12	1223	1296.41	1671
chr16	88497648	88498149	2761.94	2859	386.081	2309	1636.017	1959	376.916	2366	2114.969	2208	1891.078	1949	2803.915	2928	467	924	2740.163	2860	2829	3780	923.9974	1186	449.07	548	3439.38	4776	2186.78	4394	2946.82	3726	473.0008	794	69.034	1368	368.17	447	237.26	692
chr16	88511845	88512346	1359.05	1451	998.992	1144	394.981	1158	212.011	840	1180.113	1247	1091.998	1196	1808.08	1958	522	587	1476.017	1529	1405.85	1745	865.0017	935	211.12	278	1894.86	2377	598.59	1277	1116.71	1326	265.0038	504	193.996	766	347	440	166.05	310
chr16	88513034	88513535	1535.14	1723	1328.005	1615	158.971	1481	304.959	1980	1281.074	1439	1049.95	1167	1368.081	1592	492	648	1686.029	1829	1832.39	2494	1645.9815	2271	287.15	382	2488.54	3224	907.55	2080	1515.22	2098	247.0028	764	172.01	1588	470.08	547	133.15	390
chr16	89843479	89843980	502.941	538	479.012	557	378.026	438	450.1	554	441.009	486	347.022	375	579.959	699	61	131	475.946	599	798.48	879	205.9994	231	151.99	189	1069.67	1212	789.6	1111	709.32	765	189.9999	248	405.083	475	141.07	196	155.05	235
chr16	89890181	89890682	670.955	766	869.935	919	843.085	981	924.043	986	725.045	750	615.983	634	1103.072	1173	286	326	233.962	857	1193.63	1325	281.0022	294	442.07	494	1719.39	1903	1290.98	1683	1466.45	1535	331.9979	348	949.005	999	595.24	685	473.96	575
chr16	90169454	90169955	354.016	379	301.994	315	88	95	189.991	206	216.011	227	213.994	223	240.993	251	27	29	259.009	272	1404.4	1500	558.0005	602	76.01	88	1390.14	1553	1247.61	1568	1461.82	1581	707.0056	803	321.007	332	131	142	99.02	107
chr17	403940	404441	258.015	304	713.028	759	325.03	365	971.007	1017	314	320	468.956	490	270.013	281	100	124	283.987	292	1014.33	3227	1387.0126	2436	1123.17	1192	1015.87	3542	3111.78	10499	845.35	4268	1356.0001	1514	798.034	851	904.15	940	397.22	415
chr17	610865	611366	194.958	415	619.035	643	199.96	424	518.988	563	162.013	401	34.036	589	315.997	664	190	210	819.034	840	791.62	930	336.0014	363	283.76	298	1143.41	1255	394.15	417	672.58	820	137.9999	291	483.02	501	473.93	489	348.97	370
chr17	866811	867312	637.011	661	343.987	372	398.019	406	517.043	555	427.023	449	442.02	452	590.965	617	58	73	516.006	535	1157.7	1298	1140.0058	1252	451.8	465	1497.64	1650	490.42	583	1025.82	1137	660.9964	695	479	507	264.38	452	239.97	261
chr17	1040739	1041240	825.911	2120	2712.038	2933	1820.085	2253	2387.058	2629	564.971	1920	637.942	1537	933.056	2248	0	0	2476.012	2548	1669.56	1874	961.0053	1023	631.58	693	2578.2	3058	2575.46	3275	1698.53	1971	463.9984	624	2460.021	2604	549.14	580	699.11	790
chr17	1555954	1556455	40.098	493	619.14	670	85.01	450	354.084	452	0.99	308	1.984	483	31.023	638	196	247	362.052	539	707.58	806	157.9999	182	407.52	426	987.7	1126	999.54	1058	670.38	769	159.9997	229	433.984	590	370.91	398	290.26	335
chr17	1587012	1587513	607.067	1992	2948.959	3151	596.926	1943	2938.928	3208	207.842	1573	442.861	1865	414.973	2662	0	0	2547.221	2654	1939.17	2117	516.9996	535	471.08	506	2295.21	2883	5721.69	6021	2458.08	2734	824.0074	900	2623.018	2786	656.61	771	539.2	647
chr17	1587100	1587601	512.042	1888	2792.932	2980	499.937	1841	2770.939	3023	138.864	1479	345.886	1739	328.02	2498	0	0	2369.188	2474	1793.34	1968	430.0002	444	468.08	512	2144.9	2724	5103.04	5369	2270.41	2541	772.0076	844	2500.074	2652	651.52	768	521.24	633
chr17	1791040	1791541	283.986	305	345.038	374	249.01	313	225.028	292	265.01	290	344.043	407	536.96	631	122	149	411.032	426	647.27	708	166.9975	183	214.95	220	955.32	1023	786.7	1070	877.94	935	187	203	195.993	218	304.8	327	199.07	247
chr17	3978254	3978755	660.974	692	260.984	494	553.89	585	555	644	581.988	609	405.001	420	721.009	779	169	194	749.019	768	670.04	832	379.9967	399	226.21	274	815.91	1024	834.4	984	575.47	691	206.9986	237	622.859	652	242.9	260	131.97	226
chr17	4123215	4123716	368.061	381	264.943	281	315.029	401	503.127	520	274.997	285	298.011	317	292.988	452	126	141	278.025	289	538.09	592	183.0031	206	289.84	307	833.8	875	438.78	460	455.85	542	157.9996	163	421.917	440	330.55	341	303.04	325
chr17	4177565	4178066	4046.067	4180	5468.108	5671	2490.204	2757	4746.081	4911	3719.838	3868	2464.127	2522	1489.91	3470	1408	1491	3164.811	3337	2824.63	3295	1209.9979	1287	835.12	863	5310.18	5671	5603.71	6018	2870.32	3931	634.0004	1147	5058.839	5218	1138.8	1204	1012.26	1063
chr17	4177882	4178383	4117.082	4259	5776.181	5999	2514.189	2865	5220.112	5440	3701.709	3841	2632.177	2687	1382.979	3570	1342	1421	3078.777	3291	2881.59	3390	1294.0003	1421	779.25	818	5211.17	5576	6284.24	6727	2873.75	4050	628.0038	1164	5560.672	5734	1304.98	1373	1065.32	1103
chr17	4257107	4257608	770.868	824	1748.105	1820	590	730	1913.341	2030	617.911	653	421.063	473	168.956	402	326	347	758.044	833	384.47	428	124.0005	148	322.05	335	1153.71	1208	461.33	484	521.22	609	120.9993	152	1695.066	1762	292.69	305	197.87	214
chr17	4505938	4506439	405.077	607	295.022	502	23.946	473	29.99	214	264.995	444	257.034	576	184.007	471	207	262	395.016	453	125.17	175	237.0017	245	170.16	241	296.96	372	5	6	58.1	92	54.0002	62	26.976	273	236.3	287	127.05	181
